,QID,text_id,sentence,original_label,label,label_index,rationale,rationale_index,age,ethnicity,gender,english_proficiency,attentioncheck,Zuco_id,group_id,recruitment_ethnicity,recruitment_age,sst2_id,sst2_split,rationale_binary,annotator_ID
39,QID879,180,Few films capture so perfectly the hopes and dreams of little boys on baseball fields as well as the grown men who sit in the stands.,positive,positive,1,"capture,so,perfectly,hopes,dreams","[2, 3, 4, 6, 8]",32,Latino/Hispanic,Male,Very well,PASSED,556,LY,Latino/Hispanic,<=35,622,validation,"[0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",76
40,QID885,183,"The movie is as far as you can get from racy, to the point where it almost stops the blood flow to your brain; it has a dull, costumey feel.",negative,negative,2,"stops,the,blood,flow,to,your,brain;","[17, 18, 19, 20, 21, 22, 23]",32,Latino/Hispanic,Male,Very well,PASSED,565,LY,Latino/Hispanic,<=35,635,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]",76
41,QID1013,247,"An important movie, a reminder of the power of film to move us and to make us examine our values.",positive,positive,1,power,[7],25,Caribbean,Male,Very well,PASSED,678,LY,Latino/Hispanic,<=35,640,validation,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",148
42,QID797,139,"While Tattoo borrows heavily from both Seven and The Silence of the Lambs, it manages to maintain both a level of sophisticated intrigue and human-scale characters that suck the audience in.",positive,positive,1,"maintain,sophisticated,intrigue,suck,the,audience,in.","[16, 21, 22, 27, 28, 29, 30]",28,Latino/Hispanic,Male,Well,PASSED,497,LY,Latino/Hispanic,<=35,656,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1]",188
43,QID561,21,Bullock's complete lack of focus and ability quickly derails the film.,negative,negative,2,"complete,lack,of,focus,and,ability,derails","[1, 2, 3, 4, 5, 6, 8]",20,Latino/Hispanic,Male,Well,PASSED,337,LY,Latino/Hispanic,<=35,666,test,"[0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0]",81
44,QID729,105,There are plot holes big enough for Shamu the killer whale to swim through.,negative,negative,2,"plot,holes,big","[2, 3, 4]",29,Latino/Hispanic,Female,Very well,PASSED,455,LY,Latino/Hispanic,<=35,668,validation,"[0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",55
45,QID809,145,"More romantic, more emotional and ultimately more satisfying than the teary-eyed original.",positive,positive,1,"more,satisfying","[6, 7]",25,Latino/Hispanic,Male,Very well,PASSED,505,LY,Latino/Hispanic,<=35,686,validation,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",176
46,QID531,6,The film often achieves a mesmerizing poetry.,positive,positive,1,mesmerizing,[5],24,Latino/Hispanic,Male,Very well,PASSED,311,LY,Latino/Hispanic,<=35,695,test,"[0, 0, 0, 0, 0, 1, 0]",180
47,QID749,115,"Director of photography Benoit Delhomme shot the movie in delicious colors, and the costumes and sets are grand.",positive,positive,1,"delicious,colors,,grand.","[9, 10, 17]",33,White Mexican,Male,Very well,PASSED,465,LY,Latino/Hispanic,<=35,708,validation,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1]",113
48,QID721,101,It's everything you don't go to the movies for.,negative,negative,2,"everything,don't,go,for.","[1, 3, 4, 8]",29,Latino/Hispanic,Female,Very well,PASSED,450,LY,Latino/Hispanic,<=35,724,validation,"[0, 1, 0, 1, 1, 0, 0, 0, 1]",55
49,QID1023,252,Wedding feels a bit anachronistic.,negative,negative,2,anachronistic.,[4],26,Latino/Hispanic,Male,Well,PASSED,684,LY,Latino/Hispanic,<=35,758,train,"[0, 0, 0, 0, 1]",171
50,QID831,156,"Not the kind of film that will appeal to a mainstream American audience, but there is a certain charm about the film that makes it a suitable entry into the fest circuit.",positive,positive,1,"certain,charm,about,the,film,that,makes,it,a,suitable,entry","[17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",23,Latino/Hispanic,Female,Very well,PASSED,520,LY,Latino/Hispanic,<=35,772,validation,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0]",194
51,QID669,75,Better at putting you to sleep than a sound machine.,negative,negative,2,"Better,at,putting,you,to,sleep","[0, 1, 2, 3, 4, 5]",28,Latino/Hispanic,Female,Very well,PASSED,411,LY,Latino/Hispanic,<=35,778,test,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0]",133
52,QID695,88,"It's as if you're watching a movie that was made in 1978 but not released then because it was so weak, and it has been unearthed and released now, when it has become even weaker.",negative,negative,2,"not,released,then,because,it,was,so,weak,,and,it,has,been,unearthed,and,released,now,,when,it,has,become,even,weaker.","[13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34]",19,Latino/Hispanic,Female,Very well,PASSED,430,LY,Latino/Hispanic,<=35,789,validation,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",178
53,QID951,216,Griffiths proves she's that rare luminary who continually raises the standard of her profession.,positive,positive,1,"proves,raises,the,standard,of,her,profession.","[1, 8, 9, 10, 11, 12, 13]",22,Latino/Hispanic,Male,Very well,PASSED,626,LY,Latino/Hispanic,<=35,806,validation,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]",104
54,QID731,106,... always remains movingly genuine.,positive,no sentiment,3,"always,remains,movingly,genuine.","[1, 2, 3, 4]",29,Latino/Hispanic,Female,Very well,PASSED,456,LY,Latino/Hispanic,<=35,809,test,"[0, 1, 1, 1, 1]",55
55,QID921,201,A strangely compelling and brilliantly acted psychological drama.,positive,positive,1,"brilliantly,acted","[4, 5]",21,Latino/Hispanic,Female,Very well,PASSED,601,LY,Latino/Hispanic,<=35,817,validation,"[0, 0, 0, 0, 1, 1, 0, 0]",154
56,QID737,109,Kirshner and Monroe seem to be in a contest to see who can out-bad-act the other.,negative,negative,2,"contest,to,see,who,can,out-bad-act,the,other.","[8, 9, 10, 11, 12, 13, 14, 15]",29,Latino/Hispanic,Female,Very well,PASSED,459,LY,Latino/Hispanic,<=35,830,train,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]",55
57,QID523,2,"Ultimately feels empty and unsatisfying, like swallowing a Communion wafer without the wine.",negative,negative,2,"empty,unsatisfying,,without","[2, 4, 10]",24,Latino/Hispanic,Male,Very well,PASSED,304,LY,Latino/Hispanic,<=35,833,validation,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]",180
58,QID575,28,I like the new footage and still love the old stuff.,positive,positive,1,"like,love","[1, 7]",20,Latino/Hispanic,Male,Well,PASSED,344,LY,Latino/Hispanic,<=35,851,test,"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]",81
59,QID599,40,"Stephen Rea, Aidan Quinn, and Alan Bates play Desmond's legal eagles, and when joined by Brosnan, the sight of this grandiloquent quartet lolling in pretty Irish settings is a pleasant enough thing, `tis.",positive,positive,1,"this,grandiloquent,quartet,pleasant,enough,thing,","[19, 20, 21, 29, 30, 31]",32,Latino/Hispanic,Female,Very well,PASSED,361,LY,Latino/Hispanic,<=35,860,validation,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]",28
60,QID983,232,"... a haunting vision, with images that seem more like disturbing hallucinations.",negative,negative,2,"haunting,disturbing","[2, 10]",21,Latino/Hispanic,Female,Very well,PASSED,654,LY,Latino/Hispanic,<=35,865,test,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",94
61,QID603,42,An intriguing and entertaining introduction to Johnson.,positive,positive,1,"intriguing,and,entertaining,introduction","[1, 2, 3, 4]",32,Latino/Hispanic,Female,Very well,PASSED,363,LY,Latino/Hispanic,<=35,941,test,"[0, 1, 1, 1, 1, 0, 0]",28
62,QID941,211,"... pitiful, slapdash disaster.",negative,negative,2,"pitiful,,disaster.","[1, 3]",22,Latino/Hispanic,Male,Very well,PASSED,616,LY,Latino/Hispanic,<=35,952,train,"[0, 1, 0, 1]",104
63,QID571,26,The Movie will reach far beyond its core demographic.,positive,positive,1,"will,reach,far,beyond,core,demographic.","[2, 3, 4, 5, 7, 8]",20,Latino/Hispanic,Male,Well,PASSED,342,LY,Latino/Hispanic,<=35,989,test,"[0, 0, 1, 1, 1, 1, 0, 1, 1]",81
64,QID805,143,It never fails to engage us.,positive,positive,1,"never,fails,to,engage","[1, 2, 3, 4]",25,Latino/Hispanic,Male,Very well,PASSED,502,LY,Latino/Hispanic,<=35,1004,test,"[0, 1, 1, 1, 1, 0]",176
65,QID1011,246,"Cantet perfectly captures the hotel lobbies, two-lane highways, and roadside cafes that permeate Vincent's days",positive,positive,1,"perfectly,hotel","[1, 4]",25,Caribbean,Male,Very well,PASSED,677,LY,Latino/Hispanic,<=35,1033,test,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",148
66,QID545,13,Another Best of the Year selection.,positive,positive,1,"Best,of,the,Year","[1, 2, 3, 4]",25,Latino/Hispanic,Male,Well,PASSED,323,LY,Latino/Hispanic,<=35,1050,train,"[0, 1, 1, 1, 1, 0]",132
67,QID799,140,"As written by Michael Berg and Michael J. Wilson from a story by Wilson, this relentless, all-wise-guys-all-the-time approach tries way too hard and gets tiring in no time at all.",negative,negative,2,"gets,tiring","[23, 24]",25,Latino/Hispanic,Male,Very well,PASSED,499,LY,Latino/Hispanic,<=35,1092,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]",176
68,QID581,31,"The stupidest, most insulting movie of 2002's first quarter.",negative,negative,2,"stupidest,,most,insulting","[1, 2, 3]",22,Latino/Hispanic,Male,Very well,PASSED,349,LY,Latino/Hispanic,<=35,1105,test,"[0, 1, 1, 1, 0, 0, 0, 0, 0]",168
69,QID609,45,"Showtime is one of the hapless victims of the arrogant ``if we put together a wry white man and a chatty black man and give them guns, the movie will be funny'' syndrome.",negative,negative,2,"hapless,victims,of,the,arrogant,the,movie,will,be,funny'',syndrome.","[5, 6, 7, 8, 9, 27, 28, 29, 30, 31, 32]",32,Latino/Hispanic,Female,Very well,PASSED,370,LY,Latino/Hispanic,<=35,1116,test,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]",28
70,QID943,212,It's neither as romantic nor as thrilling as it should be.,negative,negative,2,"neither,romantic,thrilling,as,it,should,be.","[1, 3, 6, 7, 8, 9, 10]",22,Latino/Hispanic,Male,Very well,PASSED,618,LY,Latino/Hispanic,<=35,1141,test,"[0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1]",104
71,QID783,132,"This is cool, slick stuff, ready to quench the thirst of an audience that misses the summer blockbusters.",positive,positive,1,"cool,,slick,quench,thirst","[2, 3, 7, 9]",28,Latino/Hispanic,Male,Well,PASSED,488,LY,Latino/Hispanic,<=35,1199,test,"[0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",188
72,QID771,126,"It's badly acted, blandly directed, and could have been scripted by someone who just graduated from elementary school.",negative,negative,2,"badly,acted,,blandly,directed,","[1, 2, 3, 4]",31,Latino/Hispanic,Female,Very well,PASSED,480,LY,Latino/Hispanic,<=35,1202,test,"[0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",184
73,QID825,153,It should be mentioned that the set design and interiors of the haunted vessel are more than effectively creepy and moodily lit.,positive,no sentiment,3,"It,should,be,mentioned","[0, 1, 2, 3]",23,Latino/Hispanic,Female,Very well,PASSED,516,LY,Latino/Hispanic,<=35,1244,test,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",194
74,QID727,104,"There is a refreshing absence of cynicism in Stuart Little 2 -- quite a rarity, even in the family film market.",positive,no sentiment,3,"quite,rarity,,even,family,film,market.","[12, 14, 15, 18, 19, 20]",29,Latino/Hispanic,Female,Very well,PASSED,454,LY,Latino/Hispanic,<=35,1247,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1]",55
75,QID965,223,Remarkably accessible and affecting.,positive,positive,1,"accessible,affecting.","[1, 3]",20,Latino/Hispanic,Female,Very well,PASSED,641,LY,Latino/Hispanic,<=35,1251,test,"[0, 1, 0, 1]",190
76,QID981,231,Gollum's `performance' is incredible!,positive,positive,1,`performance',[1],21,Latino/Hispanic,Female,Very well,PASSED,653,LY,Latino/Hispanic,<=35,1268,test,"[0, 1, 0, 0]",94
77,QID1035,258,The sort of movie that gives tastelessness a bad rap.,negative,negative,2,tastelessness,[6],26,Latino/Hispanic,Male,Well,PASSED,692,LY,Latino/Hispanic,<=35,1377,test,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",171
78,QID959,220,"So young, so smart, such talent, such a wise ***.",positive,positive,1,"smart,,talent,,wise","[3, 5, 8]",20,Latino/Hispanic,Female,Very well,PASSED,636,LY,Latino/Hispanic,<=35,1385,test,"[0, 0, 0, 1, 0, 1, 0, 0, 1, 0]",190
79,QID583,32,The film seems a dead weight.,negative,negative,2,"dead,weight.","[4, 5]",22,Latino/Hispanic,Male,Very well,PASSED,350,LY,Latino/Hispanic,<=35,1404,test,"[0, 0, 0, 0, 1, 1]",168
80,QID977,229,"Devos and Cassel have tremendous chemistry -- their sexual and romantic tension, while never really vocalized, is palpable.",positive,no sentiment,3,palpable.,[17],20,Latino/Hispanic,Female,Very well,PASSED,651,LY,Latino/Hispanic,<=35,1453,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",190
81,QID569,25,Flaccid drama and exasperatingly slow journey.,negative,negative,2,"Flaccid,exasperatingly,slow","[0, 3, 4]",20,Latino/Hispanic,Male,Well,PASSED,341,LY,Latino/Hispanic,<=35,1506,test,"[1, 0, 0, 1, 1, 0]",81
82,QID631,56,"Suffers from rambling, repetitive dialogue and the visual drabness endemic to digital video.",negative,negative,2,drabness,[8],24,Latino/Hispanic,Female,Very well,PASSED,383,LY,Latino/Hispanic,<=35,1520,test,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",186
83,QID761,121,This bold and lyrical first feature from Raja Amari expands the pat notion that middle-aged women just wanna have fun into a rousing treatise of sensual empowerment.,positive,positive,1,"bold,and,lyrical","[1, 2, 3]",31,Latino/Hispanic,Female,Very well,PASSED,472,LY,Latino/Hispanic,<=35,1537,test,"[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",184
84,QID911,196,It's never a good sign when a film's star spends the entirety of the film in a coma.,negative,negative,2,"never,a,good,sign","[1, 2, 3, 4]",24,Latino/Hispanic,Male,Well,PASSED,587,LY,Latino/Hispanic,<=35,1598,test,"[0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",86
85,QID537,9,"The acting is stiff, the story lacks all trace of wit, the sets look like they were borrowed from Gilligan's Island -- and the CGI Scooby might well be the worst special-effects creation of the year.",negative,negative,2,"stiff,,lacks,wit,,worst,special-effects","[3, 6, 10, 30, 31]",24,Latino/Hispanic,Male,Very well,PASSED,317,LY,Latino/Hispanic,<=35,1615,test,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",180
86,QID773,127,... a roller-coaster ride of a movie,positive,positive,1,"roller-coaster,ride,of,a,movie","[2, 3, 4, 5, 6]",31,Latino/Hispanic,Female,Very well,PASSED,483,LY,Latino/Hispanic,<=35,1651,test,"[0, 0, 1, 1, 1, 1, 1]",184
87,QID745,113,An atonal estrogen opera that demonizes feminism while gifting the most sympathetic male of the piece with a nice vomit bath at his wedding.,negative,negative,2,"demonizes,sympathetic,nice,vomit","[5, 11, 18, 19]",33,White Mexican,Male,Very well,PASSED,463,LY,Latino/Hispanic,<=35,1664,test,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",113
88,QID533,7,A work of astonishing delicacy and force.,positive,positive,1,delicacy,[4],24,Latino/Hispanic,Male,Very well,PASSED,312,LY,Latino/Hispanic,<=35,1702,test,"[0, 0, 0, 0, 1, 0, 0]",180
89,QID909,195,The way Coppola professes his love for movies -- both colorful pop junk and the classics that unequivocally qualify as art -- is giddily entertaining.,positive,positive,1,"giddily,entertaining.","[23, 24]",24,Latino/Hispanic,Male,Well,PASSED,585,LY,Latino/Hispanic,<=35,1730,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",86
90,QID633,57,Features one of the most affecting depictions of a love affair ever committed to film.,positive,positive,1,depictions,[6],24,Latino/Hispanic,Female,Very well,PASSED,386,LY,Latino/Hispanic,<=35,1749,train,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",186
91,QID595,38,"But here's the real damn: It isn't funny, either.",negative,negative,2,"It,isn't,funny,,either.","[5, 6, 7, 8]",22,Latino/Hispanic,Male,Very well,PASSED,356,LY,Latino/Hispanic,<=35,1751,test,"[0, 0, 0, 0, 0, 1, 1, 1, 1]",168
92,QID891,186,"Why he was given free reign over this project -- he wrote, directed, starred and produced -- is beyond me.",negative,negative,2,"Why,given,free,reign,is,beyond,me.","[0, 3, 4, 5, 17, 18, 19]",32,Latino/Hispanic,Male,Very well,PASSED,569,LY,Latino/Hispanic,<=35,1761,test,"[1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",76
93,QID869,175,"The movie is a blast of educational energy, as bouncy animation and catchy songs escort you through the entire 85 minutes.",positive,positive,1,"bouncy,animation,catchy,songs","[9, 10, 12, 13]",33,Latino/Hispanic,Male,Well,PASSED,549,LY,Latino/Hispanic,<=35,1774,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",56
94,QID853,167,"Pacino and Williams seem to keep upping the ante on each other, just as their characters do in the film.",positive,positive,1,"upping,ante","[6, 8]",27,Latino/Hispanic,Male,Very well,PASSED,537,LY,Latino/Hispanic,<=35,1784,train,"[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",54
95,QID817,149,"In XXX, Diesel is that rare creature -- an action hero with table manners, and one who proves that elegance is more than tattoo deep.",positive,no sentiment,3,"rare,creature","[5, 6]",25,Latino/Hispanic,Male,Very well,PASSED,510,LY,Latino/Hispanic,<=35,2018,train,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",176
96,QID883,182,"A work of extraordinary journalism, but it is also a work of deft and subtle poetry.",positive,positive,1,"work,of,extraordinary,journalism,","[1, 2, 3, 4]",32,Latino/Hispanic,Male,Very well,PASSED,562,LY,Latino/Hispanic,<=35,2143,train,"[0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",76
97,QID551,16,"For the rest of us, sitting through Dahmer's two hours amounts to little more than punishment.",negative,negative,2,"little,more,than,punishment.","[12, 13, 14, 15]",25,Latino/Hispanic,Male,Well,PASSED,330,LY,Latino/Hispanic,<=35,2487,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",132
98,QID663,72,"Just about the best straight-up, old-school horror film of the last 15 years.",positive,positive,1,"the,best,straight-up,,old-school,horror,film,of,the,last,15,years.","[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",28,Latino/Hispanic,Female,Very well,PASSED,408,LY,Latino/Hispanic,<=35,3578,train,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",133
99,QID539,10,"There's no palpable chemistry between Lopez and male lead Ralph Fiennes, plus the script by Working Girl scribe Kevin Wade is workmanlike in the extreme.",negative,negative,2,"no,palpable,chemistry,between,Lopez,and,male,lead,Ralph,Fiennes,,workmanlike,in,the,extreme.","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 21, 22, 23, 24]",25,Latino/Hispanic,Male,Well,PASSED,319,LY,Latino/Hispanic,<=35,3613,train,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",132
100,QID857,169,Intriguing and downright intoxicating.,positive,positive,1,"Intriguing,intoxicating.","[0, 3]",27,Latino/Hispanic,Male,Very well,PASSED,542,LY,Latino/Hispanic,<=35,3951,train,"[1, 0, 0, 1]",54
101,QID813,147,The cumulative effect of the movie is repulsive and depressing.,negative,negative,2,"repulsive,and,depressing.","[7, 8, 9]",25,Latino/Hispanic,Male,Very well,PASSED,507,LY,Latino/Hispanic,<=35,4004,train,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",176
103,QID739,110,This is one of those war movies that focuses on human interaction rather than battle and action sequences... and it's all the stronger because of it.,positive,positive,1,"focuses,human,interaction,stronger","[8, 10, 11, 22]",33,White Mexican,Male,Very well,PASSED,460,LY,Latino/Hispanic,<=35,4878,train,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",113
104,QID807,144,The movie slides downhill as soon as macho action conventions assert themselves.,negative,negative,2,"The,movie,slides,downhill","[0, 1, 2, 3]",25,Latino/Hispanic,Male,Very well,PASSED,504,LY,Latino/Hispanic,<=35,4903,train,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",176
105,QID907,194,"Hard, endearing, caring, warm.",positive,positive,1,"Hard,,endearing,,caring,,warm.","[0, 1, 2, 3]",24,Latino/Hispanic,Male,Well,PASSED,583,LY,Latino/Hispanic,<=35,5252,train,"[1, 1, 1, 1]",86
107,QID839,160,"Armed with a game supporting cast, from the pitch-perfect Forster to the always hilarious Meara and Levy, Like Mike shoots and scores, doing its namesake proud.",positive,positive,1,"supporting,pitch-perfect,hilarious,scores,,proud.","[4, 8, 13, 21, 25]",27,Latino/Hispanic,Male,Very well,PASSED,526,LY,Latino/Hispanic,<=35,5395,train,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]",54
